symbol,company_name,sector,index
MMM,3M,Industrial Conglomerates,SP500
AOS,A. O. Smith,Building Products,SP500
ABT,Abbott Laboratories,Health Care Equipment,SP500
ABBV,AbbVie,Biotechnology,SP500
ACN,Accenture,IT Consulting & Other Services,SP500
ADBE,Adobe Inc.,Application Software,SP500
AMD,Advanced Micro Devices,Semiconductors,SP500
AES,AES Corporation,Independent Power Producers & Energy Traders,SP500
AFL,Aflac,Life & Health Insurance,SP500
A,Agilent Technologies,Life Sciences Tools & Services,SP500
APD,Air Products,Industrial Gases,SP500
ABNB,Airbnb,"Hotels, Resorts & Cruise Lines",SP500
AKAM,Akamai Technologies,Internet Services & Infrastructure,SP500
ALB,Albemarle Corporation,Specialty Chemicals,SP500
ARE,Alexandria Real Estate Equities,Office REITs,SP500
ALGN,Align Technology,Health Care Supplies,SP500
ALLE,Allegion,Building Products,SP500
LNT,Alliant Energy,Electric Utilities,SP500
ALL,Allstate,Property & Casualty Insurance,SP500
GOOGL,Alphabet Inc. (Class A),Interactive Media & Services,SP500
GOOG,Alphabet Inc. (Class C),Interactive Media & Services,SP500
MO,Altria,Tobacco,SP500
AMZN,Amazon,Broadline Retail,SP500
AMCR,Amcor,Paper & Plastic Packaging Products & Materials,SP500
AEE,Ameren,Multi-Utilities,SP500
AEP,American Electric Power,Electric Utilities,SP500
AXP,American Express,Consumer Finance,SP500
AIG,American International Group,Multi-line Insurance,SP500
AMT,American Tower,Telecom Tower REITs,SP500
AWK,American Water Works,Water Utilities,SP500
AMP,Ameriprise Financial,Asset Management & Custody Banks,SP500
AME,Ametek,Electrical Components & Equipment,SP500
AMGN,Amgen,Biotechnology,SP500
APH,Amphenol,Electronic Components,SP500
ADI,Analog Devices,Semiconductors,SP500
ANSS,Ansys,Application Software,SP500
AON,Aon plc,Insurance Brokers,SP500
APA,APA Corporation,Oil & Gas Exploration & Production,SP500
APO,Apollo Global Management,Asset Management & Custody Banks,SP500
AAPL,Apple Inc.,"Technology Hardware, Storage & Peripherals",SP500
AMAT,Applied Materials,Semiconductor Materials & Equipment,SP500
APTV,Aptiv,Automotive Parts & Equipment,SP500
ACGL,Arch Capital Group,Property & Casualty Insurance,SP500
ADM,Archer Daniels Midland,Agricultural Products & Services,SP500
ANET,Arista Networks,Communications Equipment,SP500
AJG,Arthur J. Gallagher & Co.,Insurance Brokers,SP500
AIZ,Assurant,Multi-line Insurance,SP500
T,AT&T,Integrated Telecommunication Services,SP500
ATO,Atmos Energy,Gas Utilities,SP500
ADSK,Autodesk,Application Software,SP500
ADP,Automatic Data Processing,Human Resource & Employment Services,SP500
AZO,AutoZone,Automotive Retail,SP500
AVB,AvalonBay Communities,Multi-Family Residential REITs,SP500
AVY,Avery Dennison,Paper & Plastic Packaging Products & Materials,SP500
AXON,Axon Enterprise,Aerospace & Defense,SP500
BKR,Baker Hughes,Oil & Gas Equipment & Services,SP500
BALL,Ball Corporation,"Metal, Glass & Plastic Containers",SP500
BAC,Bank of America,Diversified Banks,SP500
BAX,Baxter International,Health Care Equipment,SP500
BDX,Becton Dickinson,Health Care Equipment,SP500
BRK.B,Berkshire Hathaway,Multi-Sector Holdings,SP500
BBY,Best Buy,Computer & Electronics Retail,SP500
TECH,Bio-Techne,Life Sciences Tools & Services,SP500
BIIB,Biogen,Biotechnology,SP500
BLK,BlackRock,Asset Management & Custody Banks,SP500
BX,Blackstone Inc.,Asset Management & Custody Banks,SP500
BK,BNY Mellon,Asset Management & Custody Banks,SP500
BA,Boeing,Aerospace & Defense,SP500
BKNG,Booking Holdings,"Hotels, Resorts & Cruise Lines",SP500
BSX,Boston Scientific,Health Care Equipment,SP500
BMY,Bristol Myers Squibb,Pharmaceuticals,SP500
AVGO,Broadcom,Semiconductors,SP500
BR,Broadridge Financial Solutions,Data Processing & Outsourced Services,SP500
BRO,Brown & Brown,Insurance Brokers,SP500
BF.B,Brown–Forman,Distillers & Vintners,SP500
BLDR,Builders FirstSource,Building Products,SP500
BG,Bunge Global,Agricultural Products & Services,SP500
BXP,"BXP, Inc.",Office REITs,SP500
CHRW,C.H. Robinson,Air Freight & Logistics,SP500
CDNS,Cadence Design Systems,Application Software,SP500
CZR,Caesars Entertainment,Casinos & Gaming,SP500
CPT,Camden Property Trust,Multi-Family Residential REITs,SP500
CPB,Campbell's Company (The),Packaged Foods & Meats,SP500
COF,Capital One,Consumer Finance,SP500
CAH,Cardinal Health,Health Care Distributors,SP500
KMX,CarMax,Automotive Retail,SP500
CCL,Carnival,"Hotels, Resorts & Cruise Lines",SP500
CARR,Carrier Global,Building Products,SP500
CAT,Caterpillar Inc.,Construction Machinery & Heavy Transportation Equipment,SP500
CBOE,Cboe Global Markets,Financial Exchanges & Data,SP500
CBRE,CBRE Group,Real Estate Services,SP500
CDW,CDW Corporation,Technology Distributors,SP500
COR,Cencora,Health Care Distributors,SP500
CNC,Centene Corporation,Managed Health Care,SP500
CNP,CenterPoint Energy,Multi-Utilities,SP500
CF,CF Industries,Fertilizers & Agricultural Chemicals,SP500
CRL,Charles River Laboratories,Life Sciences Tools & Services,SP500
SCHW,Charles Schwab Corporation,Investment Banking & Brokerage,SP500
CHTR,Charter Communications,Cable & Satellite,SP500
CVX,Chevron Corporation,Integrated Oil & Gas,SP500
CMG,Chipotle Mexican Grill,Restaurants,SP500
CB,Chubb Limited,Property & Casualty Insurance,SP500
CHD,Church & Dwight,Household Products,SP500
CI,Cigna,Health Care Services,SP500
CINF,Cincinnati Financial,Property & Casualty Insurance,SP500
CTAS,Cintas,Diversified Support Services,SP500
CSCO,Cisco,Communications Equipment,SP500
C,Citigroup,Diversified Banks,SP500
CFG,Citizens Financial Group,Regional Banks,SP500
CLX,Clorox,Household Products,SP500
CME,CME Group,Financial Exchanges & Data,SP500
CMS,CMS Energy,Multi-Utilities,SP500
KO,Coca-Cola Company (The),Soft Drinks & Non-alcoholic Beverages,SP500
CTSH,Cognizant,IT Consulting & Other Services,SP500
COIN,Coinbase,Financial Exchanges & Data,SP500
CL,Colgate-Palmolive,Household Products,SP500
CMCSA,Comcast,Cable & Satellite,SP500
CAG,Conagra Brands,Packaged Foods & Meats,SP500
COP,ConocoPhillips,Oil & Gas Exploration & Production,SP500
ED,Consolidated Edison,Multi-Utilities,SP500
STZ,Constellation Brands,Distillers & Vintners,SP500
CEG,Constellation Energy,Electric Utilities,SP500
COO,Cooper Companies (The),Health Care Supplies,SP500
CPRT,Copart,Diversified Support Services,SP500
GLW,Corning Inc.,Electronic Components,SP500
CPAY,Corpay,Transaction & Payment Processing Services,SP500
CTVA,Corteva,Fertilizers & Agricultural Chemicals,SP500
CSGP,CoStar Group,Real Estate Services,SP500
COST,Costco,Consumer Staples Merchandise Retail,SP500
CTRA,Coterra,Oil & Gas Exploration & Production,SP500
CRWD,CrowdStrike,Systems Software,SP500
CCI,Crown Castle,Telecom Tower REITs,SP500
CSX,CSX Corporation,Rail Transportation,SP500
CMI,Cummins,Construction Machinery & Heavy Transportation Equipment,SP500
CVS,CVS Health,Health Care Services,SP500
DHR,Danaher Corporation,Life Sciences Tools & Services,SP500
DRI,Darden Restaurants,Restaurants,SP500
DVA,DaVita,Health Care Services,SP500
DAY,Dayforce,Human Resource & Employment Services,SP500
DECK,Deckers Brands,Footwear,SP500
DE,Deere & Company,Agricultural & Farm Machinery,SP500
DELL,Dell Technologies,"Technology Hardware, Storage & Peripherals",SP500
DAL,Delta Air Lines,Passenger Airlines,SP500
DVN,Devon Energy,Oil & Gas Exploration & Production,SP500
DXCM,Dexcom,Health Care Equipment,SP500
FANG,Diamondback Energy,Oil & Gas Exploration & Production,SP500
DLR,Digital Realty,Data Center REITs,SP500
DG,Dollar General,Consumer Staples Merchandise Retail,SP500
DLTR,Dollar Tree,Consumer Staples Merchandise Retail,SP500
D,Dominion Energy,Multi-Utilities,SP500
DPZ,Domino's,Restaurants,SP500
DASH,DoorDash,Specialized Consumer Services,SP500
DOV,Dover Corporation,Industrial Machinery & Supplies & Components,SP500
DOW,Dow Inc.,Commodity Chemicals,SP500
DHI,D. R. Horton,Homebuilding,SP500
DTE,DTE Energy,Multi-Utilities,SP500
DUK,Duke Energy,Electric Utilities,SP500
DD,DuPont,Specialty Chemicals,SP500
EMN,Eastman Chemical Company,Specialty Chemicals,SP500
ETN,Eaton Corporation,Electrical Components & Equipment,SP500
EBAY,eBay Inc.,Broadline Retail,SP500
ECL,Ecolab,Specialty Chemicals,SP500
EIX,Edison International,Electric Utilities,SP500
EW,Edwards Lifesciences,Health Care Equipment,SP500
EA,Electronic Arts,Interactive Home Entertainment,SP500
ELV,Elevance Health,Managed Health Care,SP500
